gvkey	gvkey_old	conm	tic	cusip	cik	sic	naics	LINKPRIM	LIID	LINKTYPE	LPERMNO	LPERMCO	LINKDT	LINKENDDT	ticker
18043	18043	NEWS CORP	NWSA	65249B109	1564708	2711	513110.0	J	02	LC	13964	54433	2013-07-01	E	nws
18043	18043	NEWS CORP	NWSA	65249B109	1564708	2711	513110.0	P	01	LC	13963	54433	2013-07-01	E	nwsa
18043	18043	NEWS CORP	NWSA	65249B109	1564708	2711	513110.0	P	01	LC	13963	54433	2013-07-01	E	nws
18047	18047	NOODLES & CO	NDLS	65540B105	1275158	5812	722513.0	P	01	LC	13959	54431	2013-06-28	E	ndls
18049	18049	F N B CORP/FL	FNB	302520101	37808	6020	522110.0	P	01	LC	10629	8534	1986-09-02	E	fnb
18049	18049	F N B CORP/FL	FNB	302520101	37808	6020	522110.0	P	01	LC	10629	8534	1986-09-02	E	fnb-pe
18050	18050	LUXOFT HOLDING INC	LXFT	G57279104	1538375	7370	541519.0	P	01	LC	14010	54458	2013-06-26	2019-06-28	
18066	18066	TELARIA INC	TLRA	879181105	1375796	7370	519130.0	P	01	LC	14006	54456	2013-06-27	2020-03-31	
18071	18071	REXFORD INDUS REALTY	REXR	76169C100	1571283	6798	531120.0	P	01	LC	14037	54471	2013-07-19	E	rexr
18071	18071	REXFORD INDUS REALTY	REXR	76169C100	1571283	6798	531120.0	P	01	LC	14037	54471	2013-07-19	E	rexr-pb
18071	18071	REXFORD INDUS REALTY	REXR	76169C100	1571283	6798	531120.0	P	01	LC	14037	54471	2013-07-19	E	rexr-pc
18073	18073	CHERRY HILL MTG INVST	CHMI	164651101	1571776	6798	525990.0	P	01	LC	14183	54575	2013-10-04	E	chmi
18073	18073	CHERRY HILL MTG INVST	CHMI	164651101	1571776	6798	525990.0	P	01	LC	14183	54575	2013-10-04	E	chmi-pb
18073	18073	CHERRY HILL MTG INVST	CHMI	164651101	1571776	6798	525990.0	P	01	LC	14183	54575	2013-10-04	E	chmi-pa
18086	18086	MALLINCKRODT PLC	MNKTQ	G5890A102	1567892	2834	325412.0	P	02	LC	23497	59429	2022-10-27	2023-11-30	mnkpf
18086	18086	MALLINCKRODT PLC	MNKTQ	G5890A102	1567892	2834	325412.0	P	01	LC	14011	54459	2013-07-01	2020-10-09	mnkpf
18108	18108	FINJAN HOLDINGS INC	FNJN	31788H303	1366340	7372	511210.0	P	01	LC	91893	51805	2014-05-12	2020-07-23	
18109	18109	JONES ENERGY INC	JONEQ	48019R306	1573166	1311	211120.0	P	01	LC	14026	54462	2013-07-24	2018-11-26	
18114	18114	TECOGEN INC	TGEN	87876P201	1537435	3585	333415.0	P	01	LC	14675	54873	2014-05-20	E	tgen
18145	18145	PHYSICIANS REALTY TR	DOC.5	71943U104	1574540	6798	531120.0	P	01	LC	14036	54470	2013-07-19	E	doc
18159	18159	AGIOS PHARMACEUTICALS	AGIO	00847X104	1439222	2836	325414.0	P	01	LC	14044	54476	2013-07-24	E	agio
18161	18161	CONATUS PHARMACEUTICALS INC	CNAT	20600T108	0	2836	325414.0	P	01	LC	14046	54477	2013-07-25	2020-05-26	
18162	18162	ESPERION THERAPEUTICS INC	ESPR	29664W105	1434868	2834	325412.0	P	01	LC	13954	54427	2013-06-26	E	espr
18171	18171	NEW HOME CO INC	NWHM	645370107	1574596	1531	236117.0	P	01	LC	14400	54701	2014-01-31	2021-09-30	
18172	18172	TRAWS PHARMA INC	TRAW	68232V884	1130598	2836	325414.0	P	01	LC	14056	54486	2013-07-25	E	ontx
18173	18173	EVOKE PHARMA INC	EVOK	30049G302	1403708	2834	325412.0	P	01	LC	14158	54555	2013-09-25	E	evok
18184	18184	NATIONAL GENERAL HOLDINGS CP	NGHC	636220303	1578735	6331	524126.0	P	01	LC	14464	54740	2014-02-20	2020-12-31	
18204	18204	ANI PHARMACEUTICALS INC	ANIP	00182C103	1023024	2834	325412.0	P	01	LC	89875	44505	2013-07-18	E	anip
18231	18231	ALKALINE WATER COMPANY INC	WTER	01643A306	1532390	2086	312112.0	P	01	LC	18325	56618	2018-12-10	E	wter
18235	18235	SAEXPLORATION HOLDINGS INC	SAEXQ	78636X873	1514732	1382	541360.0	P	01	LC	13330	54033	2013-06-25	2020-06-16	
18241	18241	FIRST COMMONWLTH FINL CP/PA	FCF	319829107	712537	6020	522110.0	P	01	LC	77643	29505	1992-06-10	E	fcf
18261	18261	OWENS REALTY MORTGAGE INC	ORM	690828108	1556364	6798	525990.0	P	01	LC	14034	54468	2013-07-01	E	
18270	18270	MARRONE BIO INNOVTIONS	MBII	57165B106	1441693	2870	3253.0	P	01	LC	14099	54510	2013-08-02	2022-07-29	
18289	18289	ARDMORE SHIPPING CORP	ASC	Y0207T100	1577437	4412	483111.0	P	01	LC	14092	54505	2013-08-01	E	asc
18291	18291	CONTROL4 CORP	CTRL	21240D107	1259515	3829	334519.0	P	01	LC	14095	54508	2013-08-02	2019-08-02	
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	P	03	LC	15332	54466	2018-01-01	E	cwen
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	P	03	LC	15332	54466	2018-01-01	E	cwen-a
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	J	03	LC	15332	54466	2015-05-15	2017-12-31	cwen
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	J	03	LC	15332	54466	2015-05-15	2017-12-31	cwen-a
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	J	01	LC	14030	54466	2018-01-01	E	cwen
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	J	01	LC	14030	54466	2018-01-01	E	cwen-a
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	P	01	LC	14030	54466	2013-07-17	2017-12-31	cwen
18293	18293	CLEARWAY ENERGY INC	CWEN	18539C204	1567683	4911	2211.0	P	01	LC	14030	54466	2013-07-17	2017-12-31	cwen-a
18306	18306	SANTANDER CONSUMER USA HLDGS	SC	80283M101	1580608	6141	522291.0	P	01	LC	14414	54706	2014-01-23	2022-01-31	
18312	18312	US FOODS HOLDING CORP	USFD	912008109	1665918	5140	4244.0	P	01	LC	16084	55582	2016-05-31	E	usfd
18315	18315	PRECIGEN INC	PGEN	74017N105	1356090	2836	325414.0	P	01	LC	14072	54496	2013-08-08	E	pgen
18320	18320	FOX FACTORY HOLDING CP	FOXF	35138V102	1424929	3751	336991.0	P	01	LC	14097	54509	2013-08-08	E	foxf
18321	18321	SISECAM RESOURCES LP	SIRE	172464109	1575051	1400	212390.0	P	01	LC	14134	54539	2013-09-13	2023-05-31	sire
18322	18322	CVENT INC	CVT.	23247G109	0	7370	519130.0	P	01	LC	14063	54491	2013-08-09	2016-11-30	
18323	18323	OAKTREE STRATEGIC INCOME CP	OCSI	67402D104	1577791	6153	522299.0	P	01	LC	14050	54480	2013-07-12	2021-03-31	
18351	18351	EQUINOX GOLD CORP	EQX	29446Y502	1756607	1040	212220.0	C	01	LC	18926	56883	2019-09-16	E	eqx
18383	18383	BRIXMOR PROPERTY GROUP INC	BRX	11120U105	1581068	6798	531120.0	P	01	LC	14181	54572	2013-10-30	E	brx
18392	18392	CAROLINA FINANCIAL CORP	CARO	143873107	870385	6020	522110.0	P	01	LC	14793	54949	2014-07-01	2020-05-29	
18398	18398	BEELINE HOLDINGS INC	BLNE	277802500	1534708	6162	522292.0	P	01	LC	16887	56046	2017-08-10	E	east
18430	18430	FIVE PRIME THERAPEUTICS INC	FPRX	33830X104	1175505	2836	325414.0	P	01	LC	14161	54558	2013-09-18	2021-04-30	
18434	18434	ALERUS FINANCIAL CORP	ALRS	01446U103	903419	6020	522110.0	C	01	LC	18941	56887	2019-09-13	E	alrs
18441	18441	SIRIUSPOINT LTD	SPNT	G8192H106	1576018	6331	524130.0	P	01	LC	14088	54503	2013-08-15	E	spnt
18441	18441	SIRIUSPOINT LTD	SPNT	G8192H106	1576018	6331	524130.0	P	01	LC	14088	54503	2013-08-15	E	sspcf
18441	18441	SIRIUSPOINT LTD	SPNT	G8192H106	1576018	6331	524130.0	P	01	LC	14088	54503	2013-08-15	E	spnt-pb
18465	18465	ANTERO RESOURCES CORP	AR	03674X106	1433270	1311	2111.0	P	01	LC	14179	54570	2013-10-10	E	ar
18468	18468	PLAINS GP HOLDINGS LP	PAGP	72651A207	1581990	5171	424710.0	P	01	LC	14215	54587	2013-10-16	E	pagp
18469	18469	FOUNDATION MEDICINE INC	FMI	350465100	1488613	2836	325414.0	P	01	LC	14160	54557	2013-09-25	2018-07-31	
18479	18479	JASON INDUSTRIES INC	JASNQ	471172106	1579252	3990	339994.0	P	02	LC	14173	54511	2013-10-01	2020-01-13	
18479	18479	JASON INDUSTRIES INC	JASNQ	471172106	1579252	3990	339994.0	J	02	LC	14173	54511	2013-09-30	2013-09-30	
18487	18487	MANDIANT INC	MNDT	562662106	1370880	7373	541512.0	P	01	LC	14159	54556	2013-09-20	2022-09-30	mndt
18490	18490	LOGICMARK INC	LGMK	67091J602	1566826	3845	334510.0	P	01	LC	14934	55028	2014-09-11	E	lgmk
18494	18494	INDEPENDENCE REALTY TRUST	IRT	45378A106	1466085	6798	531110.0	P	01	LC	14071	54495	2013-08-13	E	irt
18498	18498	MURPHY USA INC	MUSA	626755102	1573516	5500	457110.0	P	01	LC	14076	54499	2013-09-03	E	musa
18509	18509	IDEAL POWER INC	IPWR	451622203	1507957	3613	335313.0	P	01	LC	14313	54654	2013-11-22	E	ipwr
18510	18510	ACCELERON PHARMA INC	XLRN	00434H108	1280600	2836	325414.0	P	01	LC	14176	54568	2013-09-19	2021-11-30	
18533	18533	HORIZON BANCORP INC	HBNC	440407104	706129	6020	522110.0	P	01	LU	11565	9389	1989-11-30	E	hbnc
18556	18556	CHEGG INC	CHGG	163092109	1364954	7370	519290.0	P	01	LC	14273	54627	2013-11-13	E	chgg
18561	18561	BENEFITFOCUS INC	BNFT	08180D106	1576169	7370	518210.0	P	01	LC	14149	54550	2013-09-18	2023-01-31	bnft
18562	18562	FATE THERAPEUTICS INC	FATE	31189P102	1434316	2836	325414.0	P	01	LC	14245	54605	2013-10-01	E	fate
18564	18564	APPLIED OPTOELECTRONICS INC	AAOI	03823U102	1158114	3674	334413.0	P	01	LC	14145	54548	2013-09-26	E	aaoi
18572	18572	IVERIC BIO INC	ISEE	46583P102	1410939	2836	325414.0	P	01	LC	14167	54561	2013-09-25	2023-07-31	isee
18573	18573	QTS REALTY TRUST INC	QTS	74736A103	1577368	6798	531120.0	P	01	LC	14220	54588	2013-10-09	2021-09-01	
18578	18578	RE/MAX HOLDINGS INC	RMAX	75524W108	1581091	6531	531210.0	P	01	LC	14221	54589	2013-10-02	E	rmax
18619	18619	VERSABANK	VBNK	92512J106	1690639	6020	522110.0	C	01	LC	21972	58751	2021-09-22	E	vbnk
18624	18624	PREMIER INC	PINC	74051N102	1577916	8742	541614.0	P	01	LC	14169	54563	2013-09-26	E	pinc
18626	18626	GLOBANT SA	GLOB	L44385109	1557860	7370	54151.0	P	01	LC	14785	54943	2014-07-18	E	glob
18629	18629	LGI HOMES INC	LGIH	50187T106	1580670	1531	236117.0	P	01	LC	14317	54657	2013-11-07	E	lgih
18630	18630	RINGCENTRAL INC	RNG	76680R206	1384905	7370	518210.0	P	01	LC	14136	54541	2013-09-27	E	rng
18636	18636	DIAGEO PLC	DEO	25243Q205	835403	2085	312140.0	C	90	LC	76592	28996	1994-01-31	E	deo
18636	18636	DIAGEO PLC	DEO	25243Q205	835403	2085	312140.0	C	90	LC	76592	28996	1994-01-31	E	dgeaf
18658	18658	MACROGENICS INC	MGNX	556099109	1125345	2836	325414.0	P	01	LC	14257	54614	2013-10-09	E	mgnx
18660	18660	EP ENERGY CORP	EPEGQ	268785102	1584952	1311	211120.0	P	01	LC	14392	54697	2014-01-17	2019-04-30	
18666	18666	ASENSUS SURGICAL INC	ASXC	04367G103	876378	3841	339112.0	P	01	LC	76908	11064	2014-04-15	2024-08-30	asxc
18675	18675	BURLINGTON STORES INC	BURL	122017106	1579298	5600	458110.0	P	01	LC	14182	54574	2013-10-02	E	burl
18677	18677	PATTERN ENERGY GROUP INC	PEGI	70338P100	1561660	4991	221115.0	P	01	LC	14168	54562	2013-09-27	2020-03-31	
18683	18683	SCIENCE APPLICATIONS INTL CP	SAIC	808625107	1571123	7373	541512.0	P	01	LC	14141	54544	2013-09-30	E	saic
18689	18689	VEEVA SYSTEMS INC	VEEV	922475108	1393052	7370	519290.0	P	01	LC	14231	54595	2013-10-16	E	veev
18699	18699	PTC INC	PTC	69370C100	857005	7372	513210.0	P	01	LU	75912	10408	1989-12-08	E	ptc
18729	18729	KIRIN HOLDINGS CO LTD	KNBWY	497350306	800901	2082	312120.0	P	90	LU	47897	2560	1982-01-29	2006-06-29	
18745	18745	ESSENT GROUP LTD	ESNT	G3198U102	1448893	6351	524126.0	P	01	LC	14235	54598	2013-10-31	E	esnt
18748	18748	VOXELJET AG	VJTTY	92912L206	1582581	3555	333248.0	P	90	LC	14232	54596	2013-10-18	E	vjet
18749	18749	AERIE PHARMACEUTICALS INC	AERI	00771V108	1337553	2834	325412.0	P	01	LC	14238	54601	2013-10-25	2022-11-30	aeri
18750	18750	CRITEO SA	CRTO	226718104	1576427	7311	541810.0	P	90	LC	14240	54603	2013-10-30	E	crto
18774	18774	VALERO ENERGY PARTNERS LP	VLP	91914J102	1583103	4610	486.0	P	01	LC	14342	54676	2013-12-11	2019-01-31	
18779	18779	LOGAN RIDGE FINANCE CORP	LRFC	541098109	1571329	6797	523910.0	P	01	LC	14151	54552	2013-09-25	E	lrfc
18792	18792	GAMING & LEISURE PPTYS	GLPI	36467J108	1575965	6798	531120.0	P	01	LC	14252	54610	2013-11-04	E	glpi
18839	18839	POTBELLY CORP	PBPB	73754Y100	1195734	5812	722513.0	P	01	LC	14258	54615	2013-10-04	E	pbpb
18842	18842	CONTAINER STORE GROUP	TCSGQ	210751202	1411688	5700	449129.0	P	01	LC	14274	54628	2013-11-01	2024-12-09	tcs
18868	18868	OCI PARTNERS LP	OCIP	67091N108	1578932	2860	325199.0	P	01	LC	14214	54586	2013-10-04	2018-07-31	
18869	18869	WIX COM LTD	WIX	M98068105	1576789	7370	518210.0	P	01	LC	14326	54663	2013-11-06	E	wix
18872	18872	TWITTER INC	TWTR	90184L102	1418091	7370	519130.0	P	01	LC	14295	54638	2013-11-07	2022-10-31	twtr
18875	18875	EXP WORLD HOLDINGS INC	EXPI	30212W100	1495932	6531	531210.0	P	01	LC	17812	56372	2018-06-09	E	expi
18878	18878	GLYCOMIMETICS INC	GLYC	38000Q102	1253689	9995	999990.0	P	01	LC	14431	54718	2014-01-10	E	glyc
18888	18888	AMNEAL PHARMACEUTICALS INC	AMRX	03168L105	1723128	2834	325412.0	P	01	LC	82702	14243	2018-05-07	E	amrx
18899	18899	TANDEM DIABETES CARE INC	TNDM	875372203	1438133	3845	334510.0	P	01	LC	14325	54662	2013-11-14	E	tndm
18925	18925	TREVENA INC	TRVN	89532E307	1429560	2836	325414.0	P	01	LC	14442	54726	2014-01-31	E	trvn
18926	18926	DYNAGAS LNG PARTNERS LP	DLNG	Y2188B108	1578453	4412	483111.0	P	01	LC	14308	54650	2013-11-13	E	dlng
18926	18926	DYNAGAS LNG PARTNERS LP	DLNG	Y2188B108	1578453	4412	483111.0	P	01	LC	14308	54650	2013-11-13	E	dlng-pa
18926	18926	DYNAGAS LNG PARTNERS LP	DLNG	Y2188B108	1578453	4412	483111.0	P	01	LC	14308	54650	2013-11-13	E	dlng-pb
18930	18930	KARYOPHARM THERAPEUTICS INC	KPTI	48576U205	1503802	2836	325414.0	P	01	LC	14316	54655	2013-11-06	E	kpti
18936	18936	VITAL THERAPIES INC	VTL	92847R104	0	2836	325414.0	P	01	LC	14615	54835	2014-04-17	2019-04-14	
18938	18938	XENCOR INC	XNCR	98401F105	1326732	2836	325414.0	P	01	LC	14359	54685	2013-12-03	E	xncr
18947	18947	VERACYTE INC	VCYT	92337F107	1384101	2835	325413.0	P	01	LC	14263	54620	2013-10-30	E	vcyt
18978	18978	ONE GP HOSPITALITY (THE)	STKS	88338K103	1399520	5812	722511.0	P	01	LC	15383	55281	2015-05-08	E	stks
18982	18982	ZYLA LIFE SCIENCES	ZCOR	98986F108	1586105	2834	325412.0	P	01	LC	14455	54735	2014-02-06	2018-09-18	
18983	18983	OXFORD IMMUNOTEC GLOBAL PLC	OXFD	G6855A103	1586049	2835	325413.0	C	01	LC	14319	54659	2013-11-22	2021-03-31	
19000	19000	MARCUS & MILLICHAP INC	MMI	566324109	1578732	6531	531210.0	P	01	LC	14213	54584	2013-10-31	E	mmi
19025	19025	SOCIETAL CDMO INC	SCTL	75629F109	1588972	2834	325412.0	P	01	LC	14550	54792	2014-03-07	2024-04-30	reph
19026	19026	58.COM INC  -ADR	WUBA	31680Q104	1525494	7370	519130.0	P	90	LC	14209	54582	2013-10-31	2020-09-30	
19044	19044	VARONIS SYSTEMS INC	VRNS	922280102	1361113	7372	513210.0	P	01	LC	14472	54748	2014-02-28	E	vrns
19057	19057	MBT FINANCIAL CORP	MBTF	578877102	1118237	6036	522120.0	P	01	LC	89738	44057	2003-05-01	2019-09-30	
19071	19071	CAMPING WORLD HOLDINGS INC	CWH	13462K109	1669779	5500	441210.0	P	01	LC	16437	55777	2016-10-07	E	cwh
19084	19084	BRAEMAR HOTELS & RESORTS INC	BHR	10482B101	1574085	6798	531120.0	P	01	LC	14268	54623	2013-11-20	E	bhr
19084	19084	BRAEMAR HOTELS & RESORTS INC	BHR	10482B101	1574085	6798	531120.0	P	01	LC	14268	54623	2013-11-20	E	bhr-pd
19084	19084	BRAEMAR HOTELS & RESORTS INC	BHR	10482B101	1574085	6798	531120.0	P	01	LC	14268	54623	2013-11-20	E	bhr-pb
19094	19094	N B T BANCORP INC	NBTB	628778102	790359	6020	522110.0	P	01	LU	77415	11403	1992-03-17	E	nbtb
19107	19107	ARROWMARK FINANCIAL CORP	BANX	861780104	1578987	6799	523999.0	P	01	LC	14302	54646	2013-11-07	E	banx
19113	19113	NISSAN MOTOR CO LTD	NSANY	654744408	800937	3711	336110.0	P	90	LC	57681	3255	1982-01-29	2009-07-31	
19117	19117	BIOCEPT INC	BIOCQ	09072V600	1044378	2835	325413.0	P	01	LC	14449	54730	2014-02-05	2023-10-24	bioc
19129	19129	HALLADOR ENERGY CO	HNRG	40609P105	788965	1220	212115.0	C	02	LC	47723	2545	2010-05-21	E	hnrg
19129	19129	HALLADOR ENERGY CO	HNRG	40609P105	788965	1220	212115.0	C	02	LC	47723	2545	1989-12-01	1993-08-02	hnrg
19143	19143	KINDRED BIOSCIENCES INC	KIN	494577109	1561743	2836	325414.0	P	01	LC	14352	54680	2013-12-12	2021-08-31	
19149	19149	ULTRAGENYX PHARMACEUTICAL	RARE	90400D108	1515673	2836	325414.0	P	01	LC	14436	54723	2014-01-31	E	rare
19150	19150	OLD SECOND BANCORP INC/IL	OSBC	680277100	357173	6020	522110.0	P	01	LU	79851	12561	1993-11-12	E	osbc
19151	19151	TELECOM ITALIA SPA	TIIAY	87927Y102	948642	4813	517311.0	P	91	LC	89817	44284	2003-08-08	E	
19154	19154	CARA THERAPEUTICS INC	CARA	140755208	1346830	2836	325414.0	P	01	LC	14422	54713	2014-01-31	E	cara
19163	19163	EXTENDED STAY AMERICA INC	STAY	30224P200	1581164	7011	721110.0	P	01	LC	14279	14228	2013-11-13	2021-06-30	
19168	19168	DEL TACO RESTAURANTS INC	TACO.3	245496104	1585583	5812	722513.0	P	02	LC	14433	54656	2014-01-06	2022-03-31	taco
19171	19171	RSP PERMIAN INC	RSPP	74978Q105	1588216	1311	211111.0	P	01	LC	14408	54704	2014-01-17	2018-07-31	
19172	19172	A-MARK PRECIOUS METALS INC	AMRK	00181T107	1591588	5051	423510.0	P	01	LC	14532	54780	2014-03-17	E	amrk
19175	19175	VINCE HOLDING CORP	VNCE	92719W207	1579157	2300	315.0	P	01	LC	14296	54640	2013-11-22	E	vnce
19184	19184	CYPRESS ENVIRONMNTL PRTNS LP	CELPQ	232751107	1587246	1389	213112.0	P	01	LC	14380	54696	2014-01-15	2022-06-30	
19189	19189	SEMLER SCIENTIFIC INC	SMLR	81684M104	1554859	3845	334510.0	P	01	LC	14469	54745	2021-09-28	E	smlr
19189	19189	SEMLER SCIENTIFIC INC	SMLR	81684M104	1554859	3845	334510.0	P	01	LC	14469	54745	2014-02-21	2016-08-10	smlr
19205	19205	CAPRICOR THERAPEUTICS INC	CAPR	14070B309	1133869	2836	325414.0	P	01	LC	92686	53027	2015-03-09	E	capr
19209	19209	NORTHERN TECH INTL	NTIC	665809109	875582	2890	325998.0	P	01	LU	77488	29468	1992-03-27	E	ntic
19267	19267	DIRTT ENVIRONMENTL SOLUTIONS	DRTTF	25490H106	1340476	2522	337214.0	P	01	LC	19005	56909	2019-10-09	E	drtt
19273	19273	ENABLE MIDSTREAM PARTNERS LP	ENBL	292480100	1591763	4922	486210.0	P	01	LC	14564	54802	2014-04-11	2021-12-03	
19274	19274	INOGEN INC	INGN	45780L104	1294133	3845	334510.0	P	01	LC	14459	54739	2014-02-14	E	ingn
19275	19275	BLUEROCK RESIDENTIAL GROWTH	BRG	09627J102	1442626	6798	531110.0	P	01	LC	14500	54760	2014-03-28	2022-10-31	brg
19275	19275	BLUEROCK RESIDENTIAL GROWTH	BRG	09627J102	1442626	6798	531110.0	P	01	LC	14500	54760	2014-03-28	2022-10-31	brg-pd
19275	19275	BLUEROCK RESIDENTIAL GROWTH	BRG	09627J102	1442626	6798	531110.0	P	01	LC	14500	54760	2014-03-28	2022-10-31	brg-pc
19295	19295	AUTOHOME INC	ATHM	05278C107	1527636	7370	519290.0	P	90	LC	14332	54667	2013-12-11	E	athm
19344	19344	SHISEIDO CO LTD	SSDOY	824841407	899118	2844	325620.0	C	90	LU	70360	4105	1983-12-30	1985-09-30	
19349	19349	SIEMENS AG	SIEGY	826197501	1135644	9997	999977.0	P	91	LC	88935	41380	2001-03-12	2014-05-15	
19350	19350	ECO-STIM ENERGY SOLUTIONS	ESESQ	27888D408	1135657	1389	213112.0	P	01	LC	15290	55228	2015-04-10	2018-12-31	
19352	19352	CARE.COM INC	CRCM	141633107	1412270	7370	519130.0	P	01	LC	14378	54694	2014-01-24	2020-02-28	
19354	19354	VICINITY MOTOR CORP	VEVMQ	925654105	1834975	3713	336211.0	C	01	LC	21783	58615	2021-07-07	E	vev
19355	19355	SIMMONS FIRST NATL CP  -CL A	SFNC	828730200	90498	6020	522110.0	P	01	LU	91855	7460	1985-03-13	E	sfnc
19391	19391	MALIBU BOATS INC	MBUU	56117J100	1590976	3730	336612.0	P	01	LC	14434	54721	2014-01-31	E	mbuu
19398	19398	DENNYS CORP	DENN	24869P104	852772	5812	722511.0	P	01	LC	85726	15916	2005-05-10	E	denn
19398	19398	DENNYS CORP	DENN	24869P104	852772	5812	722511.0	P	01	LC	85726	15916	1998-01-12	2001-01-08	denn
19398	19398	DENNYS CORP	DENN	24869P104	852772	5812	722511.0	P	01	LC	75914	10405	1989-12-06	1997-05-16	denn
19402	19402	G-III APPAREL GROUP LTD	GIII	36237H101	821002	2300	315250.0	P	01	LU	75905	10419	1989-12-14	E	giii
19412	19412	INTRA-CELLULAR THERAPIES INC	ITCI	46116X101	1567514	2836	325414.0	P	01	LC	14432	54720	2014-01-31	E	itci
19417	19417	ADVANZ PHARMA CORP LTD	CXRXF	G01022105	1642271	2834	325412.0	P	01	LC	15418	55304	2015-06-29	2018-06-08	
19425	19425	GENOCEA BIOSCIENCES INC	GNCAQ	372427401	1457612	2836	325414.0	P	01	LC	14458	54738	2014-02-05	2022-06-02	gnca
19428	19428	GREAT SOUTHERN BANCORP	GSBC	390905107	854560	6020	522110.0	P	01	LU	75906	10421	1989-12-14	E	gsbc
19433	19433	PHX MINERALS INC	PHX	69291A100	315131	1311	2111.0	P	01	LU	77236	11270	1991-12-23	E	phx
19440	19440	LADDER CAPITAL CORP	LADR	505743104	1577670	6798	525990.0	P	01	LC	14489	54753	2014-02-06	E	ladr
19442	19442	CONTINENTAL BUILDING PRODS	CBPX	211171103	1592480	3270	327420.0	P	01	LC	14478	54749	2014-02-05	2020-01-31	
19458	19458	CARISMA THERAPEUTICS INC	CARM	14216R101	1485003	2836	325414.0	P	01	LC	14452	54734	2014-02-06	E	sesn
19470	19470	DICERNA PHARMACEUTICALS INC	DRNA	253031108	1399529	2836	325414.0	P	01	LC	14426	54717	2014-01-30	2021-12-31	
19471	19471	REVANCE THERAPEUTICS INC	RVNC	761330109	1479290	2836	325414.0	P	01	LC	14467	54743	2014-02-06	E	rvnc
19484	19484	FTAI AVIATION LTD	FTAI	G3730V105	1590364	7359	532411.0	P	01	LC	15351	55257	2015-05-15	E	ftai
19484	19484	FTAI AVIATION LTD	FTAI	G3730V105	1590364	7359	532411.0	P	01	LC	15351	55257	2015-05-15	E	ftain
19484	19484	FTAI AVIATION LTD	FTAI	G3730V105	1590364	7359	532411.0	P	01	LC	15351	55257	2015-05-15	E	ftaio
19484	19484	FTAI AVIATION LTD	FTAI	G3730V105	1590364	7359	532411.0	P	01	LC	15351	55257	2015-05-15	E	ftaip
19507	19507	OUTFRONT MEDIA INC	OUT	69007J304	1579877	6798	531190.0	P	01	LC	14503	54762	2014-03-28	E	out
19511	19511	FLEXION THERAPEUTICS INC	FLXN	33938J106	1419600	2834	325412.0	P	01	LC	14457	54737	2014-02-12	2021-11-30	
19516	19516	INSTALLED BLDG PRODUCTS INC	IBP	45780R101	1580905	1700	238310.0	P	01	LC	14479	54750	2014-02-13	E	ibp
19517	19517	ONE GAS INC	OGS	68235P108	1587732	4924	221210.0	P	01	LC	14401	54702	2014-02-03	E	ogs
19518	19518	KNOWLES CORP	KN	49926D109	1587523	3670	334419.0	P	01	LC	14487	54752	2014-03-03	E	kn
19525	19525	AGROFRESH SOLUTIONS INC	AGFS	00856G109	1592016	2870	325320.0	P	02	LC	14590	54731	2014-04-07	2023-04-28	agfs
19526	19526	FARMLAND PARTNERS INC	FPI	31154R109	1591670	6798	531190.0	P	01	LC	14566	54804	2014-04-11	E	fpi
19528	19528	FG FINANCIAL GROUP INC	FGF.2	30399J930	0	6331	524130.0	P	01	LC	14607	54828	2014-04-01	2024-02-29	
19534	19534	CONCERT PHARMACEUTICLS INC	CNCE	206022105	1367920	2836	325414.0	P	01	LC	14451	54733	2014-02-13	2023-03-31	cnce
19545	19545	AMERICAN CAPITAL SR FLTG LTD	ACSF	02504D108	1581934	6797	523910.0	P	01	LC	14418	54710	2014-01-16	2018-09-28	
19565	19565	RIO TINTO GROUP	RIO	767204100	863064	1000	212.0	P	90	LC	76221	26084	1990-06-28	E	rio
19565	19565	RIO TINTO GROUP	RIO	767204100	863064	1000	212.0	P	90	LC	76221	26084	1990-06-28	E	rtppf
19570	19570	S & T BANCORP INC	STBA	783859101	719220	6020	522110.0	P	01	LU	77528	11480	1992-04-21	E	stba
19574	19574	GANNETT CO INC	GCI	36472T109	1579684	2711	513110.0	P	01	LC	14490	54754	2014-02-14	E	gci
19578	19578	TRIBUNE PUBLISHING CO	TPCO	89609W107	1593195	2711	511110.0	P	01	LC	14781	54939	2014-08-05	2021-05-28	
19581	19581	LANDS' END INC	LE	51509F105	799288	5961	458110.0	P	01	LC	14544	54786	2014-04-07	E	le
19582	19582	CARETRUST REIT INC	CTRE	14174T107	1590717	6798	531120.0	P	01	LC	14651	54859	2014-06-03	E	ctre
